1362228305	    501007	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  153  142  148  147  150  134  134  149  135  142 2002    0    0    0 
1362228305	    601013	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  154  150  164  147  150  134  134  149  135  142 2002    0    0    0 
1362228305	    701076	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  152  141  148  147  150  133  134  149  135  142 2002    0    0    0 
1362228305	    801075	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  152  142  149  148  150  133  134  149  135  142 2002    0    0    0 
1362228305	    901129	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  169  141  150  147  150  134  134  149  135  142 2003    0    0    0 
1362228306	      1160	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  161  151  150  149  148  150  133  134  149  135  142 2002    0    0    0 
1362228306	    101216	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  153  188  149  148  150  133  134  149  135  142 2003    0    0    0 
1362228306	    201241	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  159  152  151  149  148  150  134  134  149  135  142 2002    0    0    0 
1362228306	    301311	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  152  150  149  147  150  133  134  149  135  142 2002    0    0    0 
1362228306	    401400	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  161  152  139  151  147  150  133  134  149  135  142 2003    0    0    0 
1362228306	    501379	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  164  145  148  147  150  133  134  149  135  142 2003    0    0    0 
1362228306	    601418	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  153  150  154  147  150  133  134  149  135  142 2003    0    0    0 
1362228306	    701526	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  161  142  148  147  150  133  134  149  135  142 2001    0    0    0 
1362228306	    801530	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  152  141  149  147  150  134  134  149  135  142 2003    0    0    0 
1362228306	    901583	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  152  141  148  147  150  133  134  149  135  142 2002    0    0    0 
1362228307	      1597	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  161  151  140  148  147  150  134  134  149  135  142 2003    0    0    0 
1362228307	    101665	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  162  142  149  148  150  133  134  149  135  142 2002    0    0    0 
1362228307	    201706	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  152  142  149  147  150  134  134  149  135  142 2002    0    0    0 
1362228307	    301790	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  161  154  150  149  148  150  133  134  149  135  142 2002    0    0    0 
1362228307	    401785	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  155  144  149  147  150  134  134  149  135  142 2003    0    0    0 
1362228307	    501872	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  155  140  148  148  150  134  134  149  135  142 2003    0    0    0 
1362228307	    601894	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  166  151  149  147  150  133  134  149  135  142 2002    0    0    0 
1362228307	    701950	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  158  139  148  147  150  134  134  149  135  142 2003    0    0    0 
1362228307	    801997	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  153  151  148  147  150  133  134  149  135  142 2002    0    0    0 
1362228307	    902018	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  152  142  148  147  150  133  134  149  135  142 2002    0    0    0 
1362228308	      2036	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  152  142  150  147  150  134  134  149  135  142 2002    0    0    0 
1362228308	    102066	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  152  143  160  147  150  133  134  149  135  142 2003    0    0    0 
1362228308	    202137	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  154  141  149  147  150  134  134  149  135  142 2003    0    0    0 
1362228308	    302222	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  162  150  148  149  147  150  133  134  149  135  142 2001    0    0    0 
1362228308	    402202	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  151  141  148  148  150  133  134  149  135  142 2002    0    0    0 
1362228308	    502230	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  161  152  141  148  147  150  134  134  149  135  142 2003    0    0    0 
1362228308	    602117	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  163  141  150  147  150  133  134  149  135  142 2002    0    0    0 
1362228308	    702133	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  162  140  148  147  150  134  134  149  135  142 2003    0    0    0 
1362228308	    802189	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  152  141  149  147  150  134  134  149  135  142 2003    0    0    0 
1362228308	    902280	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  155  140  148  147  150  133  134  149  135  142 2002    0    0    0 
1362228309	      2306	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  151  148  149  147  150  134  134  149  135  142 2003    0    0    0 
1362228309	    102323	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  155  156  149  147  150  133  134  149  135  142 2003    0    0    0 
1362228309	    202406	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  152  142  154  147  150  134  134  149  135  142 2002    0    0    0 
1362228309	    302454	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  152  146  149  147  150  134  134  149  135  142 2001    0    0    0 
1362228309	    402469	   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0  160  157  141  148  147  150  133  134  149  135  142 2003    0    0    0 
